DATE,SYMBOLS,TYPE,Price Changes
2024-08-16 00:00:00.000,SEI,Other Tokens,10.4
2024-08-16 00:00:00.000,ETH,Other Tokens,-1.194296841
2024-08-16 00:00:00.000,ETH,Other Tokens,5.00360343
2024-08-16 00:00:00.000,OSMO,Other Tokens,-14.829621598
2024-08-16 00:00:00.000,ATOM,Other Tokens,-20.998840244
2024-08-16 00:00:00.000,OSMO,Other Tokens,1.541500949e-14
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-29.225823345
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-9.110779002
2024-08-16 00:00:00.000,ARB,Other Tokens,-3.033208768
2024-08-16 00:00:00.000,ARB,Other Tokens,-11.285823787
2024-08-16 00:00:00.000,OP,Other Tokens,-31.594333258
2024-08-16 00:00:00.000,OP,Other Tokens,-33.725490196
2024-08-16 00:00:00.000,ATOM,Other Tokens,-10.605314961
2024-08-16 00:00:00.000,SOL,Other Tokens,-8.378638104
2024-08-16 00:00:00.000,APT,APT,25.788211103
2024-08-16 00:00:00.000,APT,APT,-7.816914673
2024-08-16 00:00:00.000,MATIC,Other Tokens,-21.063149323
2024-08-16 00:00:00.000,BNB,Other Tokens,-11.693321358
2024-08-16 00:00:00.000,OSMO,Other Tokens,-7.75649289
2024-08-16 00:00:00.000,OSMO,Other Tokens,-7.345583387
2024-08-16 00:00:00.000,OSMO,Other Tokens,-34.583862153
2024-08-16 00:00:00.000,APT,APT,-14.589877836
2024-08-16 00:00:00.000,APT,APT,-5.896679913
2024-08-16 00:00:00.000,SEI,Other Tokens,0
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-2.010030009
2024-08-16 00:00:00.000,ARB,Other Tokens,-25.272456123
2024-08-16 00:00:00.000,OP,Other Tokens,-18.554216867
2024-08-16 00:00:00.000,FLOW,Other Tokens,-4.500248851
2024-08-16 00:00:00.000,ARB,Other Tokens,-22.750291976
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,MATIC,Other Tokens,-0.96116325
2024-08-16 00:00:00.000,BNB,Other Tokens,0
2024-08-16 00:00:00.000,BNB,Other Tokens,-3.294101548
2024-08-16 00:00:00.000,ARB,Other Tokens,-28.144095513
2024-08-16 00:00:00.000,ATOM,Other Tokens,-9.061326658
2024-08-16 00:00:00.000,ATOM,Other Tokens,-28.610729023
2024-08-16 00:00:00.000,OSMO,Other Tokens,-32.705882005
2024-08-16 00:00:00.000,NEAR,Other Tokens,-11.884575338
2024-08-16 00:00:00.000,NEAR,Other Tokens,4.350889554
2024-08-16 00:00:00.000,MATIC,Other Tokens,-25.562760413
2024-08-16 00:00:00.000,FLOW,Other Tokens,-16.183670663
2024-08-16 00:00:00.000,NEAR,Other Tokens,-5.691315769
2024-08-16 00:00:00.000,SOL,Other Tokens,-3.068320392
2024-08-16 00:00:00.000,BNB,Other Tokens,7.119812176
2024-08-16 00:00:00.000,ARB,Other Tokens,-6.576795735
2024-08-16 00:00:00.000,OSMO,Other Tokens,-9.278884558
2024-08-16 00:00:00.000,OSMO,Other Tokens,-29.771417948
2024-08-16 00:00:00.000,FLOW,Other Tokens,-21.443530559
2024-08-16 00:00:00.000,BNB,Other Tokens,-12.335905281
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-25.962504185
2024-08-16 00:00:00.000,ATOM,Other Tokens,-26.862166152
2024-08-16 00:00:00.000,OSMO,Other Tokens,-5.593241075
2024-08-16 00:00:00.000,FLOW,Other Tokens,-21.219862278
2024-08-16 00:00:00.000,FLOW,Other Tokens,-17.157740473
2024-08-16 00:00:00.000,ETH,Other Tokens,-0.6253129595
2024-08-16 00:00:00.000,ETH,Other Tokens,-19.864748243
2024-08-16 00:00:00.000,FLOW,Other Tokens,0
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,SOL,Other Tokens,-10.630874957
